brand	product_name	price 
EVGA	EVGA GeForce RTX 3090 FTW3 ULTRA GAMING Video Card 24G-P5-3987-KR 24GB GDDR6X iCX3 Technology ARGB LED Metal Backplate and EVGA 750 BQ 110-BQ-0750-V1 80+ BRONZE 750W Semi Modular Includes FREE Power On Self Tester Power Supply	1,545$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUSX WB-12GD and GIGABYTE Z590 UD LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen 2 2.5GbE LAN	1,432$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUS X-12GD and GIGABYTE Z590 UD LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen 2 2.5GbE LAN	1,389$
GIGABYTE	GIGABYTE X570 AORUS ULTRA AMD Ryzen 3000 PCIe 4.0 SATA 6Gb/s USB 3.2 AMD X570 ATX Motherboard and GIGABYTE Gaming GeForce RTX 3080 GAMING OC WATERFORCE WB 10GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N3080GAMINGOC WB-10GD	1,192$
EVGA	EVGA GeForce RTX 3080 Ti FTW3 ULTRA GAMING Video Card 12G-P5-3967-KR 12GB GDDR6X iCX3 Technology ARGB LED Metal Backplate and EVGA 700 BQ 80+ BRONZE 700W Semi Modular FDB Fan 5 Year Warranty Power Supply 110-BQ-0700-V1	1,135$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUSX W-12GD and GIGABYTE Z590 UD LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen 2 2.5GbE LAN	1,428$
MSI	MSI Ventus GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 SLI Support Video Card RTX 3090 VENTUS 3X 24G OC and OLOy Blade RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory Model ND4U0832162BRKDE	1,770$
MSI	MSI Ventus GeForce RTX 3090 24GB GDDR6X PCI Express 4.0 SLI Support Video Card RTX 3090 VENTUS 3X 24G OC and OLOy Blade RGB 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3600 (PC4 28800) Desktop Memory Model ND4U0836182BRWDE	1,778$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUS X-12GD	1,561$
GIGABYTE	GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TEAGLE-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE LAN	1,176$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3070 MASTER 8GB Video Card GV-N3070AORUS M-8GD and GIGABYTE B550 VISION D-P AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Type-C with Thunderbolt 3 WIFI 6 Dual 2.5GbE LAN PCIe 4.0	914$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE Gaming GeForce RTX 3080 GAMING OC WATERFORCE WB 10GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N3080G	1,276$
GIGABYTE	GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TGAMING OC-8GD and GIGABYTE B550 AORUS ELITE AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 2.5 GbE LAN PCIe 4.0	778$
GIGABYTE	GIGABYTE B550 AORUS ELITE AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 2.5 GbE LAN PCIe 4.0 and GIGABYTE Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3060GAMING OC-12GD (rev. 2.0)	531$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TGAMING OC-12GD	1,438$
EVGA	EVGA GeForce RTX 3090 FTW3 ULTRA GAMING Video Card 24G-P5-3987-KR 24GB GDDR6X iCX3 Technology ARGB LED Metal Backplate and EVGA SuperNOVA 850 G3 220-G3-0850-X1 80+ GOLD 850W Fully Modular EVGA ECO Mode with New HDB Fan Includes FREE Power O	1,576$
ASUS	ASUS ROG STRIX GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3080TI-O12G-GAMING and ASUS ROG Strix B550-F Gaming (WiFi 6) AMD AM4 (3rd Gen Ryzen) ATX Gaming Motherboard (PCIe 4.0 2.5Gb LAN BIOS FlashBack HDMI 2	1,831$
GIGABYTE	GIGABYTE B550 AORUS ELITE AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 2.5 GbE LAN PCIe 4.0 and GIGABYTE AORUS GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3060AORUS E-12GD (rev. 2.0)	557$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUSX WB-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE	1,559$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TEAGLE OC-12GD	1,394$
GIGABYTE	GIGABYTE Gaming GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TGAMING OC-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE	1,393$
GIGABYTE	GIGABYTE B550 AORUS ELITE AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 2.5 GbE LAN PCIe 4.0 and GIGABYTE Eagle GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N306TEAGLE-8GD (rev. 2.0)	434$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUS M-12GD	1,526$
GIGABYTE	GIGABYTE Z490 AORUS MASTER LGA 1200 Intel Z490 ATX Motherboard with Triple M.2 SATA 6Gb/s USB 3.2 Gen 2 WIFI 6 2.5 GbE LAN and GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TEAGLE-12GD	1,221$
EVGA	EVGA GeForce RTX 3090 FTW3 ULTRA GAMING Video Card 24G-P5-3987-KR 24GB GDDR6X iCX3 Technology ARGB LED Metal Backplate and EVGA SuperNOVA 850 G+ 80 Plus Gold 850W Fully Modular FDB Fan 10 Year Warranty Includes Power ON Self Tester Power Su	1,597$
GIGABYTE	GIGABYTE B550 AORUS PRO AC AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 Intel 802.11ac 2.5 GbE LAN PCIe 4.0 and GIGABYTE Eagle GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TEAGLE-8GD	600$
GIGABYTE	GIGABYTE B550 AORUS PRO AC AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 Intel 802.11ac 2.5 GbE LAN PCIe 4.0 and GIGABYTE Eagle GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TEAGLE OC-8GD	754$
GIGABYTE	GIGABYTE Eagle GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TEAGLE OC-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE L	1,349$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUS M-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE LA	1,481$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N308TAORUSX W-12GD and GIGABYTE Z590 VISION D LGA 1200 Intel Z590 ATX Motherboard with Triple M.2 PCIe 4.0 USB 3.2 Gen2X2 Type-C Intel WIFI 6 Dual 2.5GbE L	1,555$
Sapphire Tech	Sapphire NITRO+ AMD RADEON RX 6900 XT SE GAMING OC Graphics Card With 16GB GDDR6 HDMI / TRIPLE DP	1,721$
ASRock	ASRock Challenger D Radeon RX 6700 XT 12GB GDDR6 PCI Express 4.0 x16 Video Card RX6700XT CLD 12GO	835$
Sapphire Tech	Sapphire Nitro+ AMD Radeon RX 6700 XT Gaming OC 12GB GDDR6 HDMI / Triple DP (11306-01-20G)	861$
GIGABYTE	GIGABYTE B550 AORUS PRO AC AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 Intel 802.11ac 2.5 GbE LAN PCIe 4.0 and GIGABYTE AORUS GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TAORUS M-8GD	890$
GIGABYTE	GIGABYTE B550I AORUS PRO AX AM4 AMD B550 Mini-ITX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 1 WIFI 6 2.5 GbE LAN PCIe 4.0 and GIGABYTE Eagle GeForce RTX 3060 Ti 8GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N306TEAGLE-8GD (rev. 2.0	450$
ASUS	ASUS ROG STRIX GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3080TI-O12G-GAMING and ASUS ROG Strix XG279Q 27" WQHD 2560 x 1440 (2K) 1ms (GTG) 170Hz (Overclocking) 2 x HDMI DisplayPort G-Sync Compatible Built-in	2,107$
GIGABYTE	GIGABYTE Eagle GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TEAGLE OC-8GD and AORUS FI27Q-X 27" 240Hz 1440P HBR3 G-SYNC Compatible SS IPS Gaming Monitor Exclusive Built-in ANC 2560 x 1440 0.3ms Response Time HDR	1,123$
GIGABYTE	GIGABYTE B550I AORUS PRO AX AM4 AMD B550 Mini-ITX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 1 WIFI 6 2.5 GbE LAN PCIe 4.0 and GIGABYTE Gaming GeForce RTX 3060 12GB GDDR6 PCI Express 4.0 x16 ATX Video Card GV-N3060GAMING OC-12GD (rev.	547$
ASUS	ASUS ROG STRIX GeForce RTX 3080 Ti 12GB GDDR6X PCI Express 4.0 x16 Video Card ROG-STRIX-RTX3080TI-O12G-GAMING and ASUS TUF GAMING B550-PLUS AMD AM4 (3rd Gen Ryzen) ATX Gaming Motherboard (PCIe 4.0 2.5Gb LAN HDMI 2.1 BIOS FlashBack USB 3.2 G	1,807$
GIGABYTE	GIGABYTE B550 AORUS PRO AC AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 Intel 802.11ac 2.5 GbE LAN PCIe 4.0 and GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TGAMING OC-8GD	791$
GIGABYTE	GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TGAMING OC-8GD and AORUS FI27Q-P 27" 165Hz 1440P HBR3 G-SYNC Compatible IPS Gaming Monitor Built-in ANC 2k Display 1 ms Response Time HDR 95% DCI-P3 1x	1,016$
GIGABYTE	GIGABYTE B550 AORUS PRO AC AM4 AMD B550 ATX Motherboard with Dual M.2 SATA 6Gb/s USB 3.2 Gen 2 Intel 802.11ac 2.5 GbE LAN PCIe 4.0 and GIGABYTE Vision GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TVISION OC-8GD	829$
AORUS	AORUS FI27Q-X 27" 240Hz 1440P HBR3 G-SYNC Compatible SS IPS Gaming Monitor Exclusive Built-in ANC 2560 x 1440 0.3ms Response Time HDR 93% DCI-P3 1x DisplayPort 1.4 2x HDMI 2.0 2x USB 3.0 and GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PC	1,160$
GIGABYTE	GIGABYTE AORUS Radeon RX 6700 XT ELITE 12G Graphics Card| WINDFORCE 3X Cooling System| 12GB 192-bit GDDR6| GV-R67XTAORUS E-12GD Video Card	917$
ZOTAC	ZOTAC GAMING GeForce RTX 3070 AMP Holo 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card| HoloBlack| IceStorm 2.0 Advanced Cooling| SPECTRA 2.0 RGB Lighting| ZT-A30700F-10P	932$
GIGABYTE	GIGABYTE Radeon RX 6700 XT GAMING OC 12G Graphics Card| WINDFORCE 3X Cooling System| 12GB 192-bit GDDR6| GV-R67XTGAMING OC-12GD Video Card	860$
ZOTAC	ZOTAC GAMING GeForce RTX 3090 Trinity OC 24GB GDDR6X 384-bit 19.5 Gbps PCIE 4.0 Gaming Graphics Card| IceStorm 2.0 Advanced Cooling| SPECTRA 2.0 RGB Lighting| ZT-A30900J-10P	2,116$
MSI	MSI Gaming Radeon RX 6800 XT 16GB GDDR6 PCI Express 4.0 CrossFireX Support Video Card RX 6800 XT GAMING X TRIO 16G	1,186$
MSI	MSI Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 Video Card RTX 3070 Ti Gaming X Trio 8G	897$
GIGABYTE	GIGABYTE Gaming GeForce RTX 3070 Ti 8GB GDDR6X PCI Express 4.0 x16 ATX Video Card GV-N307TGAMING OC-8GD	778$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 XTREME WATERFORCE WB 10G Graphics Card| WATERFORCE Water Block Cooling System| 10GB 320-bit GDDR6X| GV-N3080AORUSX WB-10GD Video Card	1,250$
ZOTAC	ZOTAC GAMING GeForce RTX 3070 Ti AMP Holo 8GB GDDR6X 256-bit 19 Gbps PCIE 4.0 Gaming Graphics Card| HoloBlack| IceStorm 2.0 Advanced Cooling| SPECTRA 2.0 RGB Lighting| ZT-A30710F-10P	933$
GIGABYTE	GIGABYTE GeForce RTX 3060 GAMING OC 12G Graphics Card| 3 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060GAMING OC-12GD Video Card	488$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3080 MASTER 10G (rev. 2.0) Graphics Card| Max Covered Cooling| 10GB 320-bit GDDR6X| GV-N3080AORUS M-10GD Rev2.0 Video Card	1,129$
GIGABYTE	GIGABYTE GeForce RTX 3060 VISION OC 12G Graphics Card| 3 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060VISION OC-12GD Video Card	508$
GIGABYTE	GIGABYTE AORUS Radeon RX 6800 MASTER 16G Graphics Card| MAX-COVERED Cooling| 16GB 256-bit GDDR6| GV-R68AORUS M-16GD Video Card	1,124$
GIGABYTE	GIGABYTE Radeon RX 6700 XT EAGLE 12G Graphics Card| WINDFORCE 3X Cooling System| 12GB 192-bit GDDR6| GV-R67XTEAGLE-12GD Video Card	800$
GIGABYTE	GIGABYTE AORUS GeForce RTX 3060 ELITE 12G Graphics Card| 3 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060AORUS E-12GD Video Card	529$
XFX	XFX Speedster MERC319 RX 6800 XT Black Edition Gaming Graphics Card with 16GB GDDR6| HDMI 2.1| 2 x DP| USB-C| AMD RDNA 2	944$
Sapphire Tech	Sapphire AMD Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6| AMD RDNA 2 (21306-01-20G)	431$
GIGABYTE	GIGABYTE GeForce RTX 3060 EAGLE OC 12G Graphics Card| 2 x WINDFORCE Fans| 12GB 192-bit GDDR6| GV-N3060EAGLE OC-12GD Video Card	467$
XFX	XFX SPEEDSTER MERC319 AMD Radeon RX 6800 XT CORE Gaming Graphics Card with 16GB GDDR6 HDMI 3 x DP| AMD RDNA 2 (RX-68XTALFD9)	1,347$
PNY Technologies, Inc.	PNY GeForce RTX 3090 24GB XLR8 Gaming EPIC-X RGB Triple Fan Graphics Card| VCG309024TFXPPB	1,977$
XFX	XFX Radeon RX 6700 XT Gaming Graphics Card with 12GB GDDR6 Memory| Powered by AMD RDNA 2| HDMI 2.1 (RX-67TMYDFD8)	431$
PowerColor	PowerColor Red Devil AMD Radeon RX 6900 XT Gaming Graphics Card with 16GB GDDR6 Memory| Powered by AMD RDNA 2| Raytracing| PCI Express 4.0| HDMI 2.1| AMD Infinity Cache| AXRX 6900XT 16GBD6-3DHE/OC	1,690$
ZOTAC	ZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 256-bit 14 Gbps PCIE 4.0 Gaming Graphics Card| IceStorm 2.0 Advanced Cooling| White LED Logo Lighting| ZT-A30700H-10P	790$
